X,Y,Code,Suburb,AreaKm2,Population
147.1926287,-34.81503634,11025,Coolamon,297.2249,2199
150.7150947,-34.8529267,11026,Coolangatta (NSW),13.5213,331
149.4603491,-36.99972193,11027,Coolangubra,135.6798,0
150.7426477,-29.23181298,11028,Coolatai,507.6614,121
148.7004868,-35.65314503,11029,Cooleman,65.8103,0
148.0896758,-35.33973175,11030,Cooleys Creek,5.729,10
153.4622192,-28.91592332,11031,Coolgardie (NSW),6.8524,122
152.3227461,-32.22295693,11032,Coolongolook,140.5488,389
148.9779851,-36.25924042,11033,Coolringdon,108.3277,67
149.339078,-36.91922611,11034,Coolumbooka,84.1915,6
150.1050151,-35.04803887,11035,Coolumburra,43.1781,3
149.1202143,-36.25077731,11036,Cooma (NSW),97.8375,6683
152.43855,-32.26817451,11037,Coomba Bay,9.336,128
152.4551102,-32.23773196,11038,Coomba Park,10.6448,627
152.4851291,-29.3889605,11039,Coombadjha,194.1509,21
152.954125,-29.01975341,11040,Coombell,62.8979,19
142.0890087,-34.08806808,11041,Coomealla,132.1652,826
150.1090776,-31.56919818,11042,Coomoo Coomoo,163.5499,10
149.2359498,-31.26369408,11043,Coonabarabran,241.7832,3290
148.3448489,-30.91903329,11044,Coonamble,1514.4097,2749
152.693015,-29.10258329,11045,Coongbar,69.2948,4
152.7920774,-31.27472692,11046,Cooperabung,60.7926,296
152.6174842,-31.82857396,11047,Coopernook,25.0821,540
149.7978485,-36.64753979,11048,Coopers Gully,16.1321,168
153.5691217,-28.69233255,11049,Coopers Shoot,14.1098,266
151.9144586,-31.58469499,11050,Cooplacurripa,409.7027,13
153.4901002,-28.63208911,11051,Coorabell,20.395,421
151.4638968,-33.05013786,11052,Cooranbong,70.4869,5448
148.0228118,-34.65202752,11053,Cootamundra,888.4009,6787
148.8560967,-36.28764819,11054,Cootralantra,162.068,90
149.774294,-32.44486749,11055,Cooyal,52.7142,114
151.4358656,-33.48692141,11056,Copacabana,1.9958,2732
149.6465422,-32.27244616,11057,Cope,76.4672,125
151.8256617,-31.97845485,11058,Copeland,45.6332,67
150.9322993,-29.88527249,11059,Copeton,186.6728,46
152.7975369,-29.574617,11060,Copmanhurst,21.8483,302
147.750472,-35.74692194,11061,Coppabella (NSW),163.5698,12
149.2213095,-33.87693769,11062,Copperhannia,185.7339,5
153.2739282,-28.98953337,11063,Coraki,32.3384,1278
152.6959158,-31.78753765,11064,Coralville,34.9189,143
153.0335181,-30.1934276,11065,Coramba,53.8945,812
150.1290281,-35.21058017,11066,Corang,130.3419,11
152.6777953,-31.00084683,11067,Corangula,9.9099,22
146.5027577,-34.5428716,11068,Corbie Hill,104.5067,232
150.7750757,-34.38384804,11069,Cordeaux,92.7344,0
150.8269952,-34.4441624,11070,Cordeaux Heights,3.3534,4556
145.4976949,-35.31277703,11071,Coree,402.2663,41
146.3245037,-35.74150982,11072,Coreen,349.5517,112
153.1804597,-30.01553684,11073,Corindi Beach,24.2515,1684
147.5297731,-33.52642059,11074,Corinella (NSW),482.2042,75
152.1139361,-32.72406501,11075,Corlette,3.0587,5354
153.3633101,-28.7059249,11076,Corndale (NSW),23.5361,320
150.1775302,-33.47553476,11077,Corney Town,0.3822,75
150.7998533,-33.58715462,11078,Cornwallis,7.5193,53
146.4100907,-34.86225816,11079,Corobimilla,190.0485,70
146.3583263,-35.99399495,11080,Corowa,77.2039,5482
151.2188376,-32.95036057,11081,Corrabare,72.5242,10
150.8923401,-34.36805638,11082,Corrimal,5.0408,6518
144.4594966,-34.03052434,11083,Corrong,978.7859,3
148.7696865,-36.9025452,11084,Corrowong,362.347,9
150.1072656,-36.28150877,11085,Corunna,11.54,60
151.2036357,-33.6196828,11086,Cottage Point,0.4048,102
151.9718497,-28.52433559,11087,Cottonvale (NSW),9.8214,24
152.9814602,-28.35634399,11088,Cougal,35.8089,33
149.4873613,-36.18181656,11089,Countegany,170.0752,29
147.9883481,-35.70243667,11090,Courabyra,49.4521,96
149.9803084,-30.03946162,11091,Couradda,162.8493,53
148.4926854,-35.10643075,11092,Couragago,24.2552,12
150.5546751,-34.2364568,11093,Couridjah,2.8149,304
152.8957271,-29.85808551,11094,Coutts Crossing,59.1844,1064
149.5145135,-33.58020964,11095,Cow Flat,36.7019,66
146.9538141,-34.58478368,11096,Cowabbie,125.7814,15
151.1679545,-33.56729127,11097,Cowan,31.897,647
153.0877127,-29.57740061,11098,Cowper,13.5944,91
148.6454222,-33.82945982,11099,Cowra,885.4301,10061
150.1223792,-32.73244079,11100,Coxs Creek,123.7737,53
150.0575063,-32.724771,11101,Coxs Crown,29.9613,6
153.4840423,-28.46162827,11102,Crabbes Creek,18.0777,288
148.5115949,-36.44005739,11103,Crackenback,84.5415,191
149.0593927,-37.09255023,11104,Craigie (NSW),98.0905,26
150.7093965,-33.70610146,11105,Cranebrook,14.9491,15763
151.5951602,-33.1685759,11106,Crangan Bay,6.5579,0
151.8973474,-32.14298778,11107,Craven,94.7057,116
151.7699892,-31.87253893,11108,Craven Plateau,18.806,3
152.1078295,-32.39124955,11109,Crawford River,98.4252,47
151.0684411,-31.58378961,11110,Crawney,269.0963,35
149.3787879,-36.75393608,11111,Creewah,35.377,35
151.2260644,-33.82682501,11112,Cremorne (NSW),1.6268,11221
151.2279651,-33.84142032,11113,Cremorne Point,0.4278,2413
152.9245612,-31.21497033,11114,Crescent Head,181.8735,1532
149.2175785,-35.34843598,11115,Crestwood,1.9597,4599
150.8675492,-34.47130612,11116,Cringila,1.6792,2198
152.5930722,-31.87375625,11117,Croki,1.3698,46
151.2690504,-33.73007169,11118,Cromer (NSW),6.2058,7594
151.1522504,-34.05433181,11119,Cronulla,3.8724,18073
150.2795161,-29.29923191,11120,Crooble,239.3344,63
150.3942774,-35.32148156,11121,Croobyar,16.8577,158
149.2479029,-34.20829612,11122,Crooked Corner,247.9566,60
149.4573656,-34.45328548,11123,Crookwell,207.3904,2640
150.8077902,-34.59375326,11124,Croom,18.6882,114
150.3112996,-29.10733974,11125,Croppa Creek,396.9284,121
149.7051293,-32.50490113,11126,Cross Roads (NSW),14.6837,23
152.7154348,-31.43931377,11127,Crosslands,3.7301,569
151.6481899,-33.00480624,11128,Croudace Bay,0.6673,576
152.7310925,-31.78803315,11129,Crowdy Bay National Park,53.3047,4
152.7257665,-31.84277649,11130,Crowdy Head,6.9223,75
151.2036308,-33.82572574,11131,Crows Nest (NSW),0.7622,4796
148.5570125,-34.11869432,11132,Crowther,206.23,57
152.919158,-29.62726253,11133,Crowther Island,0.5924,0
151.1155104,-33.88033411,11134,Croydon (NSW),2.4354,10613
151.1030436,-33.89720708,11135,Croydon Park (NSW),2.5503,11014
149.6729836,-32.98293685,11136,Crudine,116.8078,66
148.6218922,-29.9998121,11137,Cryon,563.7358,41
153.3150097,-28.31656788,11138,Crystal Creek (NSW),11.4692,256
145.2594323,-31.43873723,11139,Cubba,2267.8591,35
148.7389343,-33.31663493,11140,Cudal,155.0319,553
149.7903731,-32.76053974,11141,Cudgegong,158.2596,45
146.4467143,-34.68165744,11142,Cudgel,52.0238,31
153.5516977,-28.27325595,11143,Cudgen,10.2225,852
153.5149165,-28.38906742,11144,Cudgera Creek,24.4985,325
150.5573761,-35.19837487,11145,Cudmirrah,0.5962,280
150.7513731,-34.92802028,11146,Culburra Beach,13.3742,2878
147.0153427,-35.67452992,11147,Culcairn,321.63,1475
150.0100165,-33.28029942,11148,Cullen Bullen,80.5677,281
149.5071024,-32.49291549,11149,Cullenbone,2.9335,32
152.1417882,-28.48395212,11150,Cullendore,56.0779,18
149.3563903,-34.78092686,11151,Cullerin,121.7714,38
146.4660478,-35.25149062,11152,Cullivel,108.2849,15
152.6735793,-28.86618284,11153,Culmaran Creek,33.1666,11
153.5369948,-28.81781432,11154,Cumbalum,16.5904,1522
149.6080486,-32.36259631,11155,Cumbandry,11.0025,18
150.8950253,-33.46477715,11156,Cumberland Reach,3.4262,180
149.8865185,-32.40004157,11157,Cumbo,54.7046,14
147.6148915,-29.64464162,11158,Cumborah,1803.3808,248
148.6958294,-32.93916142,11159,Cumnock,407.072,444
151.9880822,-31.80947384,11160,Cundle Flat,17.9906,14
152.5199836,-31.88248137,11161,Cundletown,18.5487,2053
148.9137604,-32.85643184,11162,Cundumbul,74.3106,37
150.5057741,-35.26295055,11163,Cunjurong Point,1.5861,72
148.4200127,-34.57006228,11164,Cunningar,177.5949,144
143.9061824,-35.24612898,11165,Cunninyeuk,185.2303,33
148.5784473,-31.52802953,11166,Curban,423.1754,124
151.2893553,-33.76845358,11167,Curl Curl,1.2761,2416
146.4383704,-33.25751592,11168,Curlew Waters,1.5051,13
150.26431,-31.17897444,11169,Curlewis (NSW),570.1353,774
141.9737834,-34.10584599,11170,Curlwaa,25.2221,390
148.8392455,-32.67322848,11171,Curra Creek,91.3774,67
150.6760583,-31.23918223,11172,Currabubula,265.9916,334
149.2060394,-33.95303109,11173,Curragh,46.3008,0
150.7648646,-34.62312183,11174,Curramore (NSW),10.5629,192
150.774604,-34.0456036,11175,Currans Hill,3.6075,5311
150.821784,-35.01585449,11176,Currarong,0.9635,449
149.5308235,-34.9691346,11177,Currawang,232.8185,184
147.0805766,-34.9622408,11178,Currawarna,186.3671,188
149.7874659,-34.24296528,11179,Curraweela,101.0074,46
151.6655596,-31.7254586,11180,Curricabark,98.3379,11
150.091982,-35.57082268,11181,Currowan,165.1653,55
149.1589699,-30.41280098,11182,Cuttabri,296.9395,44
150.0389643,-36.48145849,11183,Cuttagee,15.0723,54
150.0542274,-32.84727509,11184,Dabee,91.7882,37
151.2257713,-33.92879066,11185,Daceyville,0.4877,1208
151.1814177,-33.05219961,11186,Dairy Arm,22.2368,29
152.7091125,-28.37645095,11187,Dairy Flat,68.0952,19
149.0565653,-36.21370575,11188,Dairymans Plains,34.9369,157
151.3558404,-33.50544127,11189,Daleys Point,1.3394,681
148.8267947,-36.51695833,11190,Dalgety,211.8175,205
150.1145059,-36.16592067,11191,Dalmeny,7.153,1937
152.4591349,-29.80147266,11192,Dalmorton,329.9987,3
150.7074316,-32.42264044,11193,Dalswinton,27.1542,53
149.1950812,-34.72340697,11194,Dalton,67.8973,194
153.4126019,-28.89417709,11195,Dalwood (Ballina - NSW),10.8774,235
151.4149552,-32.62688058,11196,Dalwood (Singleton - NSW),10.8504,107
147.6715828,-32.21799346,11197,Dandaloo,507.3973,38
149.4042586,-31.0276905,11198,Dandry,831.4062,93
151.2390208,-33.53908721,11199,Dangar Island,0.3163,305
151.6847973,-30.62906738,11200,Dangarsleigh,99.4351,155
149.2677689,-36.32716776,11201,Dangelong,74.8829,3
150.7943917,-34.50487087,11202,Dapto,7.3726,10729
152.4960074,-32.1027424,11203,Darawank,32.598,401
148.2376406,-35.0599386,11204,Darbalara,110.6888,54
148.8542838,-33.90467171,11205,Darbys Falls,63.8551,247
142.034461,-34.0974311,11206,Dareton,2.3981,505
150.2503613,-33.48961743,11207,Dargan,8.0998,91
149.895334,-33.30048762,11208,Dark Corner,104.6126,20
150.9088484,-34.21557272,11209,Darkes Forest,25.5462,112
152.6376901,-30.42931485,11210,Darkwood,142.7232,178
151.236833,-33.87233612,11211,Darling Point,0.6705,4192
151.2194398,-33.87790958,11212,Darlinghurst,0.8569,11317
151.159346,-32.55850773,11213,Darlington (Singleton - NSW),0.2926,367
151.1930808,-33.89067162,11214,Darlington (Sydney - NSW),0.3808,3093
145.8663003,-34.59562268,11215,Darlington Point,725.4015,1155
147.965875,-35.3431055,11216,Darlow,55.4212,36
150.8209055,-32.15121709,11217,Dartbrook,57.1351,109
150.9707338,-31.03739669,11218,Daruka,27.6788,781
151.191105,-33.73959476,11219,Davidson,2.5666,2845
151.1985789,-32.17537778,11220,Davis Creek,110.5044,21
151.3615802,-33.48485715,11221,Davistown,1.6104,2492
151.2069972,-33.85597229,11222,Dawes Point,0.1515,361
146.338694,-35.62121773,11223,Daysdale,312.6733,97
150.8598856,-33.73484439,11224,Dean Park,1.5118,3224
152.7905961,-31.6703459,11225,Deauville,2.4922,25
152.2479557,-31.47415651,11226,Debenham,112.7291,4
151.2889965,-33.75242225,11227,Dee Why,3.0487,21518
152.6505197,-29.15409456,11228,Deep Creek (Clarence Valley - NSW),63.4929,5
152.707074,-30.96780414,11229,Deep Creek (Kempsey - NSW),32.3535,90
152.6832156,-28.9692685,11230,Deep Creek (Kyogle - NSW),97.7515,33
151.9335213,-29.43776508,11231,Deepwater (NSW),506.3177,433
152.5357701,-30.35061093,11232,Deer Vale,94.4061,160
148.9211014,-37.02614887,11233,Delegate,272.9234,355
150.7786151,-29.63534223,11234,Delungra,664.734,641
150.8323097,-33.98138676,11235,Denham Court,13.4274,1985
150.2114393,-35.75089303,11236,Denhams Beach,0.5169,646
144.850579,-35.55444586,11237,Deniliquin,965.6115,7861
151.0890222,-33.79954939,11238,Denistone,1.5078,3749
151.0973984,-33.7960005,11239,Denistone East,0.6984,2248
151.0769821,-33.80082161,11240,Denistone West,0.321,930
150.6989003,-32.37270037,11241,Denman,116.6545,1789
150.3218306,-35.62649935,11242,Depot Beach,2.146,19
147.3519471,-33.1009505,11243,Derriwong,52.9727,38
149.7977002,-35.92830715,11244,Deua,526.3409,0
149.9277277,-35.79083921,11245,Deua River Valley,188.7558,78
149.6490131,-36.87555215,11246,Devils Hole,11.6594,23
151.7598251,-31.7860743,11247,Dewitt,114.8497,14
150.8156113,-33.7481431,11248,Dharruk,0.9417,2776
147.3091223,-35.01273736,11249,Dhulura,39.2913,48
144.1078923,-35.20951182,11250,Dhuragoon,163.8905,25
152.5361884,-32.02817234,11251,Diamond Beach,10.4259,880
152.7699905,-31.70111757,11252,Diamond Head,28.6529,4
152.0863407,-29.70627215,11253,Diehard,87.8972,44
153.2714903,-29.8123823,11254,Diggers Camp,17.7424,18
149.9714482,-36.31921672,11255,Dignams Creek,121.3873,85
152.9791376,-29.49799928,11256,Dilkoon,31.3608,53
143.7013991,-35.18587446,11257,Dilpurra,153.5242,22
152.1422685,-31.69827025,11258,Dingo Forest,87.355,0
150.5798774,-30.01078909,11259,Dinoga,286.3799,58
147.7459493,-34.60720305,11260,Dirnaseer,186.4928,76
153.1442847,-29.99290102,11261,Dirty Creek,15.6058,85
152.9374799,-28.8015949,11262,Dobies Bight,32.9033,136
149.8978383,-36.66448886,11263,Doctor George Mountain,7.1748,62
150.1776766,-33.49168646,11264,Doctors Gap,1.4434,35
149.6176453,-33.75874449,11265,Dog Rocks,49.1935,5
151.1259811,-34.06380992,11266,Dolans Bay,0.2593,599
151.1445865,-33.99345511,11267,Dolls Point,0.2203,1657
152.2983365,-31.86668932,11268,Dollys Flat,18.7516,74
150.443578,-35.40180912,11269,Dolphin Point,1.4856,201
150.7642284,-34.45473935,11270,Dombarton,8.3486,140
151.7613791,-30.4263298,11271,Donald Creek,18.442,27
152.742439,-31.13968996,11272,Dondingalong,83.0623,667
153.3055864,-28.4961933,11273,Doon Doon,41.9841,91
153.3761983,-29.08648007,11274,Doonbah,9.1184,240
150.8709569,-33.76152529,11275,Doonside,5.9582,13452
151.3676826,-33.17559254,11276,Dooralong,22.5579,359
151.4973057,-33.07580173,11277,Dora Creek,10.2566,1647
152.6940351,-30.32670348,11278,Dorrigo,40.5395,1193
152.7309679,-30.37553707,11279,Dorrigo Mountain,41.3651,94
153.359412,-28.65822385,11280,Dorroughby,9.1298,140
151.2438053,-33.87782756,11281,Double Bay,0.7921,4643
152.878631,-28.71255135,11282,Doubtful Creek,56.134,143
150.7123844,-34.18817808,11283,Douglas Park,26.7707,1360
151.2810609,-33.87318162,11284,Dover Heights,0.9472,3802
147.3535584,-34.98440067,11285,Downside,79.366,118
151.5128411,-33.19631501,11286,Doyalson,8.2805,309
151.5466194,-33.18480014,11287,Doyalson North,3.4625,384
150.781296,-32.62371551,11288,Doyles Creek,260.8264,46
152.1225959,-31.45151818,11289,Doyles River,108.0176,0
152.4092303,-28.91543432,11290,Drake,284.4983,340
149.0130684,-30.20343424,11291,Drildool,256.8497,14
149.0218407,-32.63882002,11292,Dripstone,70.3167,76
151.1529783,-33.85257776,11293,Drummoyne,2.3101,11950
150.817398,-31.89143068,11294,Dry Creek (NSW),31.7871,33
148.9324363,-36.09102474,11295,Dry Plain,118.7877,40
148.6015423,-32.27951366,11296,Dubbo,990.6977,38943
152.6619033,-28.61713706,11297,Duck Creek,80.3901,57
151.6836972,-32.7397363,11298,Duckenfield,2.448,107
149.9565875,-33.68445151,11299,Duckmaloi,31.692,49
151.7222833,-32.992093,11300,Dudley,5.4562,2415
151.1892301,-33.67422768,11301,Duffys Forest,4.6204,475
153.4182587,-28.27910441,11302,Dulguigan,11.8586,126
151.1396611,-33.90418829,11303,Dulwich Hill,2.1219,13710
153.3561592,-28.3880014,11304,Dum Dum,10.5514,121
151.5409366,-30.42247834,11305,Dumaresq,127.3718,83
152.5105236,-31.9089983,11306,Dumaresq Island,8.4737,66
151.4849063,-29.17228469,11307,Dumaresq Valley,287.4413,37
152.5233499,-29.30001521,11308,Dumbudgery,30.2051,0
153.3920463,-28.37787895,11309,Dunbible,15.2187,354
152.8118281,-31.65975486,11310,Dunbogan,6.8128,1002
151.2028815,-31.38695019,11311,Duncans Creek,69.7135,57
151.0432249,-33.8024184,11312,Dundas (NSW),1.3469,4735
151.0555055,-33.7929756,11313,Dundas Valley,1.7846,5411
151.9088418,-29.57646353,11314,Dundee,309.4249,156
152.5190205,-30.13813312,11315,Dundurrabin,156.5794,94
149.3023233,-32.03174619,11316,Dunedoo,1500.7386,1219
153.3746824,-28.99216513,11317,Dungarubba,15.4768,60
153.3592077,-28.27332658,11318,Dungay,16.6121,218
149.8570853,-32.76385657,11319,Dungeree,42.6098,0
151.752456,-32.40467549,11320,Dungog,5.4996,2024
151.1626481,-31.22790361,11321,Dungowan,173.1063,401
149.4761047,-33.41096813,11322,Dunkeld (NSW),9.4125,42
150.8224495,-34.6199415,11323,Dunmore (NSW),18.519,208
151.1689982,-32.55498178,11324,Dunolly (NSW),1.6727,92
153.3255538,-28.66882544,11325,Dunoon,30.3347,688
151.6493439,-32.61496637,11326,Duns Creek,27.7051,546
150.1420175,-32.91483463,11327,Dunville Loop,42.2705,14
151.0406781,-33.68404493,11328,Dural (Hornsby - NSW),34.1349,7569
150.8621997,-32.57985637,11329,Dural (Singleton - NSW),46.4375,0
149.5512489,-33.25463375,11330,Duramana,130.7116,204
153.5283317,-28.3044746,11331,Duranbah,10.8704,238
150.8183792,-31.23173451,11332,Duri,138.833,531
153.4592166,-28.24190267,11333,Duroby,2.6423,57
149.8715473,-35.33955587,11334,Durran Durra,87.5561,107
150.2958858,-35.62690931,11335,Durras North,10.0821,27
151.3951845,-33.18194971,11336,Durren Durren,4.3675,78
151.6373272,-30.41512896,11337,Duval,20.0943,0
152.307601,-32.0821825,11338,Dyers Crossing,38.8498,340
152.848847,-28.77148894,11339,Dyraaba,66.2474,94
151.2358098,-32.49691931,11340,Dyrring,29.5717,88
150.8126135,-34.037607,11341,Eagle Vale,2.5188,5787
151.7780631,-32.69569948,11342,Eagleton,15.9413,208
151.1274163,-33.92470373,11343,Earlwood,5.6094,17742
146.9407134,-36.08912344,11344,East Albury,12.3294,6100
153.5876578,-28.85535077,11345,East Ballina,6.5027,5574
151.3642849,-32.65531239,11346,East Branxton,1.3233,1809
153.3127685,-29.00864329,11347,East Coraki,45.7175,203
150.912237,-34.37713895,11348,East Corrimal,1.4035,3406
151.3541841,-33.43499466,11349,East Gosford,2.0786,4238
151.560357,-32.40742876,11350,East Gresford,31.5769,309
150.9884035,-33.9609356,11351,East Hills,1.4272,3205
148.6641875,-36.40848517,11352,East Jindabyne,49.2968,695
150.6025459,-34.52591569,11353,East Kangaloon,45.7136,82
152.8543887,-31.0835525,11354,East Kempsey,3.748,1359
151.1815392,-33.75535463,11355,East Killara,3.1902,2974
150.7942669,-33.50549877,11356,East Kurrajong,35.6229,2195
151.1882059,-33.7671374,11357,East Lindfield,2.3305,3714
153.2886603,-28.82447146,11358,East Lismore,6.5408,4988
150.2789102,-35.58821933,11359,East Lynne,37.2637,95
151.5862184,-32.76113021,11360,East Maitland,15.9397,11785
151.13567,-33.8100497,11361,East Ryde,1.0928,2452
151.7649068,-32.63765406,11362,East Seaham,37.6997,327
150.9533054,-31.09597402,11363,East Tamworth,14.8148,5342
147.4025104,-35.12963014,11364,East Wagga Wagga,10.5461,235
153.4816754,-28.96459301,11365,East Wardell,20.2883,305
150.8458018,-33.80411261,11366,Eastern Creek,20.431,828
151.2257868,-33.94509397,11367,Eastgardens,0.5373,860
151.2124074,-33.93075073,11368,Eastlakes,2.0026,6915
151.0839069,-33.78883375,11369,Eastwood (NSW),5.1943,17870
152.8294938,-29.64288612,11370,Eatonsville,19.8783,222
150.8863132,-33.51983393,11371,Ebenezer (NSW),21.8579,991
152.3155815,-30.41228996,11372,Ebor,329.6698,169
151.484772,-32.25582118,11373,Eccleston,54.7588,35
150.8363919,-32.35907291,11374,Edderton,43.8289,0
149.8929189,-37.02304064,11375,Eden,85.4604,3146
152.90741,-28.58508049,11376,Eden Creek,37.7701,153
150.8777795,-33.87970501,11377,Edensor Park,3.0955,9772
152.9535738,-28.69038744,11378,Edenville,31.3024,74
151.2367714,-33.87951736,11379,Edgecliff,0.3194,2580
149.7747259,-30.08666298,11380,Edgeroi,346.986,106
151.6199203,-32.92299729,11381,Edgeworth,6.0166,6209
149.9373274,-33.77880024,11382,Edith (NSW),62.8572,92
150.8546555,-33.96182454,11383,Edmondson Park,6.9463,2277
149.9557142,-37.13761624,11384,Edrom,37.8757,0
147.6074253,-31.60180096,11385,Eenaweena,305.8347,14
149.5515042,-33.36460909,11386,Eglinton (NSW),63.47,2250
152.5885701,-29.27819533,11387,Eighteen Mile,71.0658,0
152.2827878,-31.59166211,11388,Elands,113.0787,210
151.2741653,-33.70057308,11389,Elanora Heights,3.8765,4362
150.3330098,-29.86562742,11390,Elcombe,185.9323,34
150.7141689,-34.05699615,11391,Elderslie (Camden - NSW),5.0414,6003
151.3506595,-32.58203053,11392,Elderslie (Singleton - NSW),19.8485,129
151.6471695,-32.99390103,11393,Eleebana,4.2074,5756
151.6596394,-32.91698318,11394,Elermore Vale,5.0657,5530
151.2276382,-33.87145629,11395,Elizabeth Bay,0.2509,5215
152.5382441,-32.33210637,11396,Elizabeth Beach,1.6228,216
150.84822,-33.90044378,11397,Elizabeth Hills,1.1228,2534
151.3158557,-32.93165469,11398,Ellalong,35.4129,1102
152.897304,-29.77419503,11399,Elland,33.6094,332
153.0900085,-29.03222488,11400,Ellangowan (NSW),167.3694,327
152.4187746,-31.48170145,11401,Ellenborough,134.6821,192
147.9089374,-35.30888368,11402,Ellerslie (Snowy Valleys - NSW),104.1228,49
142.0279832,-33.8241334,11403,Ellerslie (Wentworth - NSW),23.1272,83
151.3284358,-31.77947401,11404,Ellerston,290.3904,129
150.6782346,-34.03288263,11405,Ellis Lane,3.5761,859
149.0809648,-32.14942172,11406,Elong Elong,221.6364,118
151.4308512,-32.8654277,11407,Elrington,23.6793,113
151.2943907,-29.82609367,11408,Elsmore,120.4116,353
153.4112928,-28.76074249,11409,Eltham (NSW),16.625,338
151.2768533,-33.64194415,11410,Elvina Bay,0.2523,84
153.1584532,-30.1641955,11411,Emerald Beach,15.0362,2232
150.0641977,-30.86671713,11412,Emerald Hill,190.1885,143
150.8064353,-33.7441091,11413,Emerton,0.896,2250
151.554508,-29.38620867,11414,Emmaville,618.7454,521
151.3692168,-33.50407023,11415,Empire Bay,3.9739,2401
153.5194094,-28.92217801,11416,Empire Vale,14.2738,174
150.6497073,-33.73305439,11417,Emu Heights (NSW),3.4297,3287
150.6648084,-33.74675457,11418,Emu Plains,8.2504,8415
149.1958844,-33.30206035,11419,Emu Swamp,58.3402,162
150.2481321,-35.24070294,11420,Endrick,162.3549,0
151.0960711,-33.8902639,11421,Enfield (NSW),0.7266,2834
151.0139145,-34.05495805,11422,Engadine,9.2325,17376
150.7961251,-34.08040682,11423,Englorie Park,0.1075,415
151.8342914,-30.73116662,11424,Enmore (Armidale Regional - NSW),222.168,55
151.1707196,-33.89988157,11425,Enmore (Inner West - NSW),0.4422,3879
145.9419829,-29.2534096,11426,Enngonia,6039.746,147
149.1826044,-35.40866831,11427,Environa,8.3629,0
151.0762918,-33.77280088,11428,Epping (NSW),6.838,23691
151.5224411,-33.07257407,11429,Eraring,7.9031,215
146.3979571,-32.62436289,11430,Eremerang,1813.5103,16
146.3874618,-33.9315465,11431,Erigolia,302.4416,51
147.5334805,-34.68131517,11432,Erin Vale,155.4236,55
151.3938818,-33.4372536,11433,Erina,5.147,4780
151.4088221,-33.42569691,11434,Erina Heights,1.5248,425
151.0603721,-33.81195159,11435,Ermington,4.1348,10738
150.6641333,-35.10217789,11436,Erowal Bay,3.3852,625
149.0386484,-33.53292496,11437,Errowanbang,60.8943,40
150.7977305,-33.81300864,11438,Erskine Park,8.3944,6440
151.1857541,-33.9025714,11439,Erskineville,0.8077,8014
149.4996137,-32.57358847,11440,Erudgere,42.2175,111
150.8019672,-34.03265855,11441,Eschol Park,2.7262,2582
153.3308035,-29.247508,11442,Esk (NSW),55.84,0
149.7138891,-33.74061466,11443,Essington,141.3823,90
147.3506635,-35.07555632,11444,Estella,1.9873,2269
151.3327587,-33.51461387,11445,Ettalong Beach,1.777,4793
146.9563096,-36.00237944,11446,Ettamogah,20.4998,45
150.2950601,-34.8901308,11447,Ettrema,178.6746,0
152.9117652,-28.65003702,11448,Ettrick (NSW),44.1572,134
146.3640738,-33.01720957,11449,Euabalong,2038.3265,187
146.3951221,-33.05683961,11450,Euabalong West,0.6007,64
147.2102624,-35.04920886,11451,Euberta,104.7571,138
149.1187201,-32.9436715,11452,Euchareena,421.1844,197
148.6264692,-36.13616403,11453,Eucumbene,3.8576,10
148.3536193,-33.41170709,11454,Eugowra,519.6961,781
150.0231448,-30.35995658,11455,Eulah Creek,107.3297,77
148.671367,-31.96786903,11456,Eumungerie,350.3449,305
147.4674812,-35.08420907,11457,Eunanoreenya,39.0724,172
152.8798182,-30.82454436,11458,Eungai Creek,24.1078,428
152.8868307,-30.85931709,11459,Eungai Rail,10.0858,225
153.3049833,-28.34881235,11460,Eungella (NSW),28.8416,338
153.4375788,-28.69025452,11461,Eureka (NSW),21.4857,343
148.8275751,-32.83897268,11462,Eurimbla,111.379,35
149.9590674,-36.16813429,11463,Eurobodalla,40.3474,92
152.8005201,-31.07697723,11464,Euroka,9.0027,354
146.3021357,-34.71006032,11465,Euroley,296.6617,75
147.7998263,-34.93144319,11466,Eurongilly,153.9773,123
149.6095894,-32.51712255,11467,Eurunderee,48.2999,163
142.8779113,-34.35545251,11468,Euston,3345.6218,839
153.4221134,-29.11254574,11469,Evans Head,22.2476,2847
149.4824664,-33.46102253,11470,Evans Plains,65.6155,162
151.1923528,-33.89558515,11471,Eveleigh,0.5272,666
153.4830443,-28.30604358,11472,Eviron,14.4102,192
152.5081399,-29.09013955,11473,Ewingar,116.8276,66
153.5490487,-28.6343011,11474,Ewingsdale,18.7792,823
150.2874397,-34.61476247,11475,Exeter (NSW),51.5411,948
152.4416853,-32.09071622,11476,Failford,15.6417,518
150.952416,-33.8712275,11477,Fairfield (NSW),4.4299,18081
150.9726981,-33.87420619,11478,Fairfield East,1.9874,5271
150.9401605,-33.86667767,11479,Fairfield Heights,1.4742,7517
150.9248459,-33.86885894,11480,Fairfield West,3.2173,11571
147.3757881,-33.29890893,11481,Fairholme,332.2931,21
151.2739615,-33.79406792,11482,Fairlight,1.1683,5841
152.989122,-28.76395709,11483,Fairy Hill,28.0754,384
150.8937291,-34.39361862,11484,Fairy Meadow,3.4234,7406
151.1325533,-32.41908104,11485,Falbrook,16.1616,27
151.7337686,-30.1695054,11486,Falconer,49.8511,50
